"","x1","x2","y"
"1",2.52609296787849,0.321050445736365,0
"2",0.366954471976929,0.0314620987854252,0
"3",0.768219076298383,0.717486166356039,0
"4",0.693435680401849,0.777194033798326,0
"5",-0.0198366163257222,0.867253737976507,0
"6",2.19654493456282,-1.02301405775232,0
"7",-0.109159157141249,-0.530621080030705,0
"8",-0.912620058512936,1.21621638101475,0
"9",2.49984265064468,-0.418277897870317,0
"10",1.89770910714914,0.973755497769704,0
"11",-0.295362353136713,0.00967316770824478,0
"12",-0.681595735608189,-0.551650278237261,0
"13",2.49097871296228,1.14831527505077,0
"14",-0.0534305971237686,0.484102460485497,0
"15",0.687617591984505,0.705004818036688,0
"16",1.27955952302673,-0.271033290057672,0
"17",-0.313007476714155,1.27374731470045,0
"18",2.81303860828096,1.1677597134374,0
"19",0.319988145861847,0.0172016486005881,0
"20",0.43754237633663,0.413648012486852,0
"21",2.43293935978641,-1.3143631336392,0
"22",-0.429649584970325,-0.309811218956584,0
"23",0.248728400992022,0.855519879103845,0
"24",2.69393680242454,-1.9998534020399,0
"25",1.46710924570649,1.87759071858306,0
"26",1.0406973415597,-0.0851875691483986,0
"27",0.033318462857143,1.93025749272393,0
"28",1.72568142932233,-0.455959141913209,0
"29",1.14948070829782,-0.919790286166565,0
"30",2.12686851627158,1.15417999639681,0
"31",2.98812648997184,0.672350664230049,0
"32",1.0718660571529,-1.64301842288822,0
"33",1.08482730114636,0.102975324198262,0
"34",0.267442251799468,0.362826377693436,0
"35",1.28287894052243,1.27690124680549,0
"36",0.129985618918191,0.544177694719793,0
"37",2.48980603134245,1.35850988793513,0
"38",0.818429990638122,0.379000418945736,0
"39",1.53225792217269,-1.082164289942,0
"40",0.708542915715909,0.0224640608657763,0
"41",1.52091428980702,-0.742851485796497,0
"42",0.887558793956819,0.883552173468448,0
"43",1.5769765079797,-0.744933602823105,0
"44",2.34276551039894,0.35847776944136,0
"45",-0.191272364242886,2.49368570271861,0
"46",1.74918801431845,-0.357915928118445,0
"47",-0.84036905053096,1.88174130847324,0
"48",0.946183858650813,0.0732936049409554,0
"49",0.915277235722921,-0.901759350929471,0
"50",1.34870054649584,0.0704525534498316,0
"51",2.92986372585019,0.738892515799549,0
"52",0.323206612600833,0.28795924273378,0
"53",2.0714150375142,-0.830414760090088,0
"54",-0.302274664028305,0.886232609197548,0
"55",0.19228252475825,-0.479446546211885,0
"56",-0.727077154624771,1.45736104400131,0
"57",0.134347468818715,0.901675787017404,0
"58",-0.0771144606454253,0.505121684500503,0
"59",2.71076355828117,0.876644795149112,0
"60",4.17074620753666,1.07983376668339,0
"61",0.325768984205956,0.347995797532063,0
"62",0.205190128501654,2.45388778512233,0
"63",1.64015748824355,1.60853694910401,0
"64",-0.0795833527285399,0.323311978509003,0
"65",2.74209242177999,-1.60035276915479,0
"66",0.310785038881392,2.00798173668238,0
"67",2.29004237626113,0.137389747963267,0
"68",0.65990622694012,-1.24163670170707,0
"69",0.516429077431252,0.525151557845729,0
"70",2.48294202822739,-0.73717646428736,0
"71",1.05318878377759,-0.90356559382574,0
"72",1.71523333144409,-1.01472682201972,0
"73",1.21062449855266,-0.109150386642537,0
"74",1.07203594569819,-0.165204649474561,0
"75",0.878706587787058,-0.787134923287992,0
"76",0.951265099393954,-1.09588976722116,0
"77",0.425475682584705,0.184898616520984,0
"78",2.12510479035873,-0.761847143971386,0
"79",0.0876147865072506,-0.733347412115404,0
"80",2.2852649798475,1.00899303924471,0
"81",0.470808789990068,0.0254385513750286,0
"82",3.611574668657,0.490536018298087,0
"83",2.57684342614633,-1.43568213236022,0
"84",1.81682518344274,-1.16174278894295,0
"85",2.89202534012327,1.62578304421345,0
"86",0.916822986421631,-0.481920759443785,0
"87",-0.0740791013792604,0.919702238001636,0
"88",0.574290652373292,-0.454657409428882,0
"89",-0.589045843198387,0.207323550962415,0
"90",2.62457796783041,-1.4062594495957,0
"91",0.0663321917053687,1.58080544536322,0
"92",1.64284464906676,-0.283878559104755,0
"93",2.55144615352689,1.41818041240564,0
"94",1.41953702134726,-0.0297461302148516,0
